L_mm,W_mm,inset_mm,feedWidth_mm,h_mm,eps_r,f_target_GHz
35.17319518636583,44.782572107658915,12.646489495159088,5.517491871580796,2.4103866719850915,3.435928598332891,2.249080237694725
53.05759622989392,63.46311291844645,19.120498936962562,2.7016865741263985,0.9277839467700388,2.4027928764370636,1.8120372808848733
28.85417299360898,37.168371641039734,10.173235680899799,5.992801546211444,2.631373809760928,3.4608828078105924,2.702230023486418
50.95532214067742,61.384975398475525,18.076250244606292,4.238079181166353,1.4693329345109831,2.438425862809464,1.8636499344142012
38.57861943041356,47.437581162866266,13.408360310724715,5.968407671042536,2.146076368389235,2.5785978822574545,2.3638900372842317
43.29985002399196,53.08166477347458,15.514122281722678,4.893884342128337,1.8033539652774793,2.6762703962817995,2.0842892970704363
45.87328044315326,56.78455730697591,15.993887021635647,5.449865481266007,2.1033120514964936,2.868504769937695,1.8993475643167195
35.125992526042744,42.23789751192773,12.676532073262445,2.732448229141891,0.943113504567615,2.421681360793479,2.7150897038028767
23.742465598952478,29.985467545051034,8.338458856352505,3.4976165154589247,1.4701502921814156,3.2509165525513994,3.4312640661491187
31.038376414583077,38.076698762642486,11.025809977591436,2.832568295504574,1.0684841166585135,2.772198241861482,2.868466053024314
51.67789733580445,64.59561999368084,18.736270751423977,3.169279595941185,1.3693159595200373,3.382116522702417,1.5687770422304368
40.92084450585445,50.74264191324671,14.340525177447244,5.1801290518830845,2.0027626145552153,2.8760884275311542,2.1234221521788217
23.067519265145254,30.069882672077448,8.233991923077335,6.884025169712182,2.866897671441216,3.207672670369449,3.439169255529117
29.935168146659436,37.52057032987818,10.64609954394185,2.2944545764677566,0.9946835045142229,3.398436505530052,2.6957999576221705
57.64233479503826,70.07369992876906,20.272841214751455,4.55163176141375,1.6550900373168604,2.6229294299922437,1.5904545778210761
28.531498077124237,35.09956062238179,10.10471857598088,3.8602001592678934,1.4180559213122377,2.6637793247016663,3.1574750183038587
46.52887475326628,57.797139297649835,17.04650153198348,2.297411670771832,0.9640114160954959,3.2428560749802515,1.7818484499495253
31.109467381525125,37.467829091294384,11.171608922314634,2.3301983671765587,0.8121486576719253,2.458330385994424,3.044489538593315
28.00072626699438,35.74827395803497,9.74061934906611,6.07373280580766,2.4967947627090807,3.1477093184532836,2.9137146876952342
42.77051497683679,52.27460611781754,15.098655648658921,7.970964952789936,2.6988275369263057,2.350629777382669,2.2169314570885454
45.2534613659029,54.16027303224657,15.910283409398131,4.466789810112953,1.484161107774457,2.282625855371831,2.1617960497052984
27.922911682654675,35.714201033076414,9.818528036096556,6.872805274748032,2.7518680336679187,3.0288247127617773,2.9592123566761277
47.943889968746184,60.038645751037286,17.14038044635263,6.044655829089527,2.4737271069571745,3.1272182233898937,1.7391884918766034
28.442148898419187,35.57799362300438,10.014215037404002,5.084322290913282,1.950012224640387,2.841934275273708,3.041934359909122
62.898642560658175,74.84274194583395,22.4778313436618,2.5743209385574195,0.8691442085108154,2.340258855091296,1.5508382534881904
40.50533142681869,50.71442140420287,14.163549442201099,7.258880298642579,2.796646242637405,2.8611418985141137,2.1287119621526536
35.85944171247102,44.69631076119549,12.622747479067165,3.146870498783695,1.3033559640815695,3.1822164801059634,2.3207658460712595
45.075034790953374,55.245358247970316,16.03375254068292,8.270437204718903,2.845334835153661,2.409587673430206,2.0795029058275363
28.707353921870705,36.83308026289844,10.080180586884387,6.004926618190453,2.568078569178052,3.332898767244033,2.7668075130208467
25.62674316216165,32.69333629850221,9.130652170067522,6.624953736511766,2.5763683413609377,2.901144914490346,3.2851179969799555
45.32448892064831,54.31640558487171,16.013452182912246,3.8518190850059217,1.3014573575922719,2.34306750188598,2.1360069499437278
27.579155009560356,34.41193994140712,9.648805630613285,4.4570113268224265,1.718304206927314,2.8639714933508356,3.1360295318449865
