L_mm,W_mm,inset_mm,feedWidth_mm,h_mm,eps_r
35.17319518636583,44.782572107658915,12.646489495159088,5.517491871580796,2.4103866719850915,3.435928598332891
53.05759622989392,63.46311291844645,19.120498936962562,2.7016865741263985,0.9277839467700388,2.4027928764370636
28.85417299360898,37.168371641039734,10.173235680899799,5.992801546211444,2.631373809760928,3.4608828078105924
50.95532214067742,61.384975398475525,18.076250244606292,4.238079181166353,1.4693329345109831,2.438425862809464
38.57861943041356,47.437581162866266,13.408360310724715,5.968407671042536,2.146076368389235,2.5785978822574545
43.29985002399196,53.08166477347458,15.514122281722678,4.893884342128337,1.8033539652774793,2.6762703962817995
45.87328044315326,56.78455730697591,15.993887021635647,5.449865481266007,2.1033120514964936,2.868504769937695
35.125992526042744,42.23789751192773,12.676532073262445,2.732448229141891,0.943113504567615,2.421681360793479
23.742465598952478,29.985467545051034,8.338458856352505,3.4976165154589247,1.4701502921814156,3.2509165525513994
31.038376414583077,38.076698762642486,11.025809977591436,2.832568295504574,1.0684841166585135,2.772198241861482
51.67789733580445,64.59561999368084,18.736270751423977,3.169279595941185,1.3693159595200373,3.382116522702417
40.92084450585445,50.74264191324671,14.340525177447244,5.1801290518830845,2.0027626145552153,2.8760884275311542
23.067519265145254,30.069882672077448,8.233991923077335,6.884025169712182,2.866897671441216,3.207672670369449
29.935168146659436,37.52057032987818,10.64609954394185,2.2944545764677566,0.9946835045142229,3.398436505530052
57.64233479503826,70.07369992876906,20.272841214751455,4.55163176141375,1.6550900373168604,2.6229294299922437
28.531498077124237,35.09956062238179,10.10471857598088,3.8602001592678934,1.4180559213122377,2.6637793247016663
46.52887475326628,57.797139297649835,17.04650153198348,2.297411670771832,0.9640114160954959,3.2428560749802515
31.109467381525125,37.467829091294384,11.171608922314634,2.3301983671765587,0.8121486576719253,2.458330385994424
28.00072626699438,35.74827395803497,9.74061934906611,6.07373280580766,2.4967947627090807,3.1477093184532836
42.77051497683679,52.27460611781754,15.098655648658921,7.970964952789936,2.6988275369263057,2.350629777382669
45.2534613659029,54.16027303224657,15.910283409398131,4.466789810112953,1.484161107774457,2.282625855371831
27.922911682654675,35.714201033076414,9.818528036096556,6.872805274748032,2.7518680336679187,3.0288247127617773
47.943889968746184,60.038645751037286,17.14038044635263,6.044655829089527,2.4737271069571745,3.1272182233898937
28.442148898419187,35.57799362300438,10.014215037404002,5.084322290913282,1.950012224640387,2.841934275273708
62.898642560658175,74.84274194583395,22.4778313436618,2.5743209385574195,0.8691442085108154,2.340258855091296
40.50533142681869,50.71442140420287,14.163549442201099,7.258880298642579,2.796646242637405,2.8611418985141137
35.85944171247102,44.69631076119549,12.622747479067165,3.146870498783695,1.3033559640815695,3.1822164801059634
45.075034790953374,55.245358247970316,16.03375254068292,8.270437204718903,2.845334835153661,2.409587673430206
28.707353921870705,36.83308026289844,10.080180586884387,6.004926618190453,2.568078569178052,3.332898767244033
25.62674316216165,32.69333629850221,9.130652170067522,6.624953736511766,2.5763683413609377,2.901144914490346
45.32448892064831,54.31640558487171,16.013452182912246,3.8518190850059217,1.3014573575922719,2.34306750188598
27.579155009560356,34.41193994140712,9.648805630613285,4.4570113268224265,1.718304206927314,2.8639714933508356
51.857034922656325,63.92035481165416,18.17364106492339,7.873267652848393,2.874401348607542,2.6388997228247164
32.97190538234254,41.21526865088618,11.984349997852215,3.9210647864569563,1.5999851252344468,3.1139246465637314
26.644022641841065,32.97894835771343,9.2780827004728,5.336963619000182,1.8939467129632481,2.5273169845729737
47.279498070911416,56.87193126036319,16.691762410051133,6.507050958311936,2.1410415347557734,2.247953031560893
57.27116795338091,70.11688852220662,20.014676206580624,7.814521130566302,2.798184949126638,2.562240403507595
48.57540618480995,60.512989222493644,17.003476878767284,7.750001997451075,2.968430999043322,2.836288588360832
29.116340720257725,36.435336948553164,10.506003294833787,3.1883795904129153,1.3228025967832793,3.190105499927333
37.79751453507119,47.31488696590958,13.449509522793168,5.48736107921763,2.1937653636739687,3.021997579771653
48.85395159588855,60.971448165184924,17.328823248421134,3.555754418818963,1.505716142937819,3.2858932442660094
54.28650286060559,67.33310158081531,18.955200979677095,5.800033826296273,2.2906415960530215,2.9681608261447145
36.592688157598346,44.956843294722724,12.707777153800174,6.307662200522861,2.2193801389007897,2.4944445077573194
30.281498835775974,38.253264317363964,10.438413579997052,7.713082257351462,2.860805975220816,2.702755950190699
43.4219530297564,53.13293368498859,15.474119769336488,8.378301419599326,2.8343259602128383,2.347515577612766
41.59208771659045,52.23793105792483,14.80927043820608,6.446022635664941,2.597888840442675,3.0579792598444326
36.58219261069709,44.21389503129099,13.180380347284432,2.840991028628021,1.0048260891729783,2.5144079781705875
25.56476984533252,32.04096273111443,9.024460846009093,3.865840802151421,1.5458655403071415,3.0230318944552486
26.586698348526852,34.391330431970545,9.537757145497713,6.389517009211872,2.7515901333832584,3.36624333793835
34.93808045372867,41.884535691500076,12.56539353341741,3.452033779931184,1.1555831710081503,2.3093819544935634
36.70609589923746,43.63092002855415,13.102677337319944,3.141938485702102,1.0232373943052706,2.2119561671016186
63.161056473739634,76.08116799722272,22.538873606355715,5.835142564562082,2.0072143366064896,2.4090504668427486
32.73657954415528,40.48844607845174,11.361936737576757,6.731715654243169,2.3667942869645793,2.491550102298728
38.401325205277885,48.29647935779138,13.882725248696694,5.396000709599392,2.2291923779038725,3.1704388266534314
30.76775820035265,37.96741203575803,10.90973976191859,2.564657101305036,1.0060844892218035,2.9388011843361133
45.18456846292436,55.709073820337345,15.81617119824501,8.308166974178762,2.9406232204553806,2.517186536392809
25.15361788545181,32.21453230725915,8.847441296135884,6.377065063733989,2.5485848677916265,3.020480213796442
33.11936309592086,40.790191679527524,11.879640339261625,3.207057892549652,1.229534573155698,2.840273001964523
47.591118930148994,57.24057308359782,16.578551129428174,6.778575104150692,2.2200390509957693,2.2316107563608902
22.732984317504545,29.77659271423931,8.001190781493362,6.432920015907401,2.812701658484987,3.4401071501033638
52.65260587405607,66.00750436658609,19.313830673994143,4.011394345556429,1.7420051262980916,3.406814131364043
23.576798400089466,29.817959306776892,8.389840621812658,3.402414798011316,1.4477875625530887,3.308912292107568
28.51973635760333,34.85572092234293,10.118562565823328,3.2344081848427115,1.1728840427094036,2.611998606703161
24.41313401555595,31.047795894929482,8.50147822061313,5.04412903675134,2.054134574196603,3.104838735677465
29.142448834108244,36.68258123306186,10.51406557911741,2.510473413675827,1.108184833520353,3.4870700051355423
24.952333117782192,31.943755412215697,8.89645527297139,5.657466446273728,2.33343463018959,3.162999203080466
40.9059152326057,50.513756947304074,14.577566923096626,7.171231071078343,2.5805945420527303,2.5816693975438416
24.507911052572556,31.315004060039904,8.748684307332232,4.45061337854701,1.9249532774940632,3.3872127183234126
26.780228759482753,34.06165563984043,9.568654749261338,5.833828482367344,2.3443271299669477,3.044953110011095
27.446191800457715,33.90130988523684,9.52112780714086,4.453997521783675,1.626282495807877,2.639393703906997
36.74917544744817,44.316334525269355,12.979838059056483,5.546389804293412,1.8243156398914124,2.2467249559357647
46.90401112024727,56.77337544311256,16.41874655609806,7.930113246574371,2.6097212334512485,2.248552645373979
49.47808613642704,61.40327029921246,17.356721611214233,6.446411179864347,2.493985816816944,2.8789162380712456
35.548179766089405,42.45843146644027,12.621092429474803,2.7282750605809065,0.913699786570937,2.3109517044918984
32.441363221973155,40.94421363098196,11.70708356140505,5.987744950100233,2.3974009341898554,3.0286588719476684
35.41706896143158,44.02452132939185,12.33109046773819,7.016521936757451,2.5494096284911483,2.61984341482362
41.22355519205663,49.092681230193186,14.904540225038634,2.5616726232601224,0.8557716355140066,2.301993295744946
26.21312879628447,33.00914648342795,9.19647988086069,4.173838025284151,1.6996964777113939,3.104766467921807
51.24635303622574,62.32174489664367,18.286859630866477,5.662126574158415,2.0082986623534653,2.525315767613974
31.754589643190418,39.841230843616685,11.19529767563292,8.097359648997278,2.900703617459027,2.5639140660297257
32.60953002660053,40.68267464564551,11.47573865177198,4.336249642253149,1.723120137341138,2.995236970104658
43.87071258983561,52.39037291000484,15.286052613578924,2.6615111466773347,0.9012058124478561,2.350894432658991
25.769778956519076,32.56901403795205,9.002279346211672,4.516240193813006,1.8431824239921155,3.114755217194031
